row754,Vu_ACI,Vu_EC2,u_ratio
272,406.8047590518989,512.3587456963319,1.0
273,131.8897784959241,126.88357058921814,1.0
274,163.00933226735827,177.5788162182076,1.0
275,340.0615067511806,329.20324390217036,1.0
276,323.4278995158093,338.87539416825894,1.0
277,220.74009304874363,277.05280416477007,1.0
278,326.6902258537895,331.28989581473047,1.0
279,96.16870628920076,115.65289398803246,1.0
280,245.1282125632026,341.9686893048013,1.0
281,523.8112900075347,343.23303478393206,1.0
282,201.73337339568445,257.66787404590883,1.0
283,52.85975188572076,66.0123932006206,1.0
284,334.2624717194559,350.57736367598403,1.0
285,139.88458278166328,160.360011543967,1.0
286,866.6903280872586,1201.4080208866587,1.0
287,341.2295935528301,258.5579974499848,1.0
288,48.75713451877233,38.68110996631284,1.0
289,48.38255431343674,63.31896470237342,1.0
290,293.5424719407969,237.8301096604294,1.0
291,335.66444566497063,429.4430953844009,1.0
292,21.5583739367459,32.59955766337806,1.0
293,119.33383853008021,150.4617086683468,1.0
294,1154.9914285396235,1362.3743794394413,1.0
295,327.97487571177305,403.44147167461375,1.0
296,463.3140595595713,534.359754304072,1.0
297,410.8581284812662,454.4366170476456,1.0
298,322.79089457162326,406.4040944412553,1.0
299,364.6975930479936,337.78141899722783,1.0
300,108.44059347172534,136.93965212599377,1.0
301,1593.504832705927,2201.1649125244007,1.0
302,162.23899886264687,178.9414856809913,1.0
303,110.30525900401331,123.1491064153663,1.0
304,353.64352458337174,378.8031845577457,1.0
305,72.45720453957202,96.97156060339792,1.0
306,350.7951564047375,378.18681526644934,1.0
307,372.8427800346952,485.99100378403267,1.0
308,37.07213199655504,30.682391288866846,1.0
309,259.4015987514461,304.3633582272209,1.0
310,57.66725919703372,70.73991235127242,1.0
311,55.380432960697334,76.66640816739239,1.0
312,408.2351201864003,419.40101131766784,1.0
313,346.5314160843718,334.26330050788266,1.0
314,248.04538938303526,224.5129096349595,1.0
315,137.2325530314145,159.87671627602896,1.0
316,357.68337197975825,439.1140262710658,1.0
317,157.4584418386325,137.72627832678214,1.0
318,175.47266295227067,224.98125882721476,1.0
319,59.848489612073045,76.04934275777029,1.0
320,163.6324688250195,215.8580466732727,1.0
321,72.86732122811355,122.78412335174883,1.0
322,178.84075911268107,189.5388018446806,1.0
323,254.40024171277486,320.59467385301144,1.0
324,84.36049722540338,113.77764824614914,1.0
325,215.11570645171852,247.55051539535754,1.0
326,265.62634713367703,278.64119883753267,1.0
327,685.6949775018045,951.7062070929603,1.0
328,141.71404935014186,207.25207933400583,1.0
329,293.06716350592285,398.04008399438817,1.0
330,226.19557063129298,276.5721760912752,1.0
331,294.64154705966166,265.89991558029703,1.0
332,126.83199274291725,123.41881297071154,1.0
333,110.14562664607018,165.03973925572612,1.0
334,86.53045548529276,141.15661893707187,1.0
335,45.550922283055655,60.702317047867055,1.0
336,451.09115980922485,539.5217108554173,1.0
337,42.15611257127903,31.343325327889374,1.0
338,39.61720579818014,43.7126767183661,1.0
339,130.5892484885337,154.67450665345197,1.0
340,203.47918812497755,185.25199601645588,1.0
341,266.3974066217271,342.53469345503396,1.0
342,139.72128705817076,212.99427576590188,1.0
343,266.27890922793733,299.22863993134524,1.0
344,28.72018211283939,39.00673805969706,1.0
345,172.6123981642107,203.32316342527136,1.0
346,202.53656700929093,237.6621652435068,1.0
347,967.0819839199593,936.402463201877,1.0
348,39.780635015633486,37.37943562947979,1.0
349,1537.5272288355463,1948.4276893924814,1.0
350,170.07625019384687,151.06559430503597,1.0
351,163.3845216855011,188.5005057215661,1.0
352,480.97488448980215,607.215904510282,1.0
353,131.99523984355812,145.85325281472345,1.0
354,54.58684157655346,68.55564098173194,1.0
355,139.26210988706987,137.185458991485,1.0
356,104.06543590453074,137.10610865848054,1.0
357,256.65146034100917,351.94432663516466,1.0
358,273.0611936527127,290.3391692699733,1.0
359,58.87951654650369,93.79117068200505,1.0
360,296.36328346539136,403.4539514115785,1.0
361,158.95762810215885,175.84878431791768,1.0
362,400.4023554406041,285.63171651129124,1.0
363,322.9335588979917,313.2063225584282,1.0
364,206.06088055424468,251.47509463777632,1.0
365,248.08621924574592,279.1043700140027,1.0
366,45.56637884328594,43.59184104186356,1.0
367,60.5064570497449,47.55073059884858,1.0
368,179.38406618203302,182.51289924614645,1.0
369,14.254314414144822,26.0651147076211,1.0
370,308.3006345274041,421.3815696468581,1.0
371,374.32284762147304,445.24713615559415,1.0
372,90.50682728279824,107.25606201241571,1.0
373,412.2938356987213,376.1047079077699,1.0
375,140.27514102599807,194.91845198542904,1.0
376,308.0666213662234,366.24339132255807,1.0
377,358.5887034294305,446.78841444608196,1.0
378,340.0615067511806,329.20324390217036,1.0
379,242.27304596260808,245.16436528369536,1.0
380,273.0611936527127,290.3391692699733,1.0
381,239.39395844829218,304.19737103108116,1.0
382,79.74717321888052,111.02701220096847,1.0
383,303.74293306710274,245.02780244869555,1.0
384,210.06635711830535,249.80581598797346,1.0
385,39.780635015633486,32.379528877828434,1.0
386,198.4308136069962,296.4723648856571,1.0
387,163.53139927854835,177.95776640928716,1.0
388,21.5583739367459,32.59955766337806,1.0
389,465.7441346460035,593.8320573722052,1.0
390,267.9950272799591,292.7712339179841,1.0
391,423.9778304345641,468.25775549320525,1.0
392,199.75161836301402,241.51374041814537,1.0
393,131.72522481794064,176.67355573996372,1.0
394,102.64930651468185,133.70112256986334,1.0
395,149.48829522863713,159.0553508671524,1.0
396,342.6468112662279,365.7761225460808,1.0
397,367.8198549297164,379.54820941719487,1.0
398,92.52495457307721,121.73686064606605,1.0
399,104.09749660718595,135.24001575857693,1.0
400,135.34307086498177,164.88688179808221,1.0
401,156.5089170074862,198.65505656171953,1.0
402,695.5262314938237,580.0055630645819,1.0
403,1114.168303470087,1318.0554059683207,1.0
404,199.4328011693014,297.46956275466414,1.0
405,180.64523443692568,226.47800393011352,1.0
406,412.6102812047558,291.3990248098257,1.0
407,46.7246859308899,53.81253075295032,1.0
408,129.49811918669428,138.81422857254609,1.0
409,75.28660147021945,125.48702010493662,1.0
410,42.89900872822678,42.76273917168447,1.0
411,133.5920668974306,187.76628950391955,1.0
412,959.4929185773077,1344.228375026833,1.0
413,288.0117698471778,380.0595351912613,1.0
414,773.1842957536062,1113.3624673206216,1.0
415,257.53663625149596,353.4137895387946,1.0
416,287.7195630784507,315.08295307246163,1.0
417,124.456962925247,149.3818798329232,1.0
418,206.06088055424468,251.47509463777632,1.0
419,185.5501042110371,230.0151698995535,1.0
420,340.0615067511806,329.20324390217036,1.0
421,178.49539457522158,224.10397137002138,1.0
422,282.90813973881956,328.1877734295236,1.0
423,166.2872075030926,205.45858180243536,1.0
424,127.33790394335185,139.58761921963247,1.0
425,239.47073831907204,216.07862440886956,1.0
426,433.359234060183,434.4544328432614,1.0
427,39.61720579818014,42.19200468728265,1.0
428,276.3173914810388,318.3093633831538,1.0
429,486.8031895145717,461.13520706832026,1.0
430,195.0911325509184,180.12524528046575,1.0
431,197.19620749191785,260.2037820701101,1.0
432,190.0685609383972,299.5737689499913,1.0
433,356.09416539529127,267.83405318283604,1.0
434,1449.892072247455,1993.1525353815741,1.0
435,154.77246266697446,159.82782646507772,1.0
436,257.5972861827159,269.05862002590163,1.0
437,281.3572870063648,339.876959157497,1.0
438,363.32588123136844,439.75229517028316,1.0
439,607.5589273937655,572.269424386936,1.0
440,200.67022288327323,310.80183755328954,1.0
441,287.56958955774206,394.81371492887786,1.0
442,138.04029341954927,175.0481404079691,1.0
443,108.4958762762949,140.5202903318923,1.0
444,2637.534849058871,3356.2026480289705,1.0
445,309.4848898129576,279.02802810371986,1.0
446,179.6093752651052,229.83622460880417,1.0
447,77.1328307998611,103.815089537075,1.0
448,304.24066484203894,337.90586491762497,1.0
449,697.3511927148328,862.8287178336773,1.0
450,285.90148664705146,292.8089136387951,1.0
451,225.76751499894755,280.7164772661405,1.0
452,110.14562664607018,165.03973925572612,1.0
453,42.89900872822678,39.63307101285572,1.0
454,243.08682396719078,307.31772677113275,1.0
455,605.8711760294593,601.9325006357468,1.0
456,273.3376836589818,372.3621484962805,1.0
457,102.52231540870311,154.72475972114214,1.0
458,614.2510880933278,578.76659950058,1.0
459,46.7246859308899,43.6820699996818,1.0
460,436.8272830104612,473.389440272314,1.0
461,155.01988614008567,208.66430837334534,1.0
462,39.780635015633486,41.69113679224232,1.0
463,189.61106443786662,269.6833852983458,1.0
464,109.97993929653008,142.77565387790503,1.0
465,471.1143633331368,460.3500789254514,1.0
466,198.02319354408235,303.7038790087683,1.0
467,56.77073937821439,70.37216598787292,1.0
468,103.33295432726193,132.60519156620185,1.0
469,330.22312075843837,416.34158750032753,1.0
470,962.8254677115492,972.1727333869105,1.0
471,39.057703758352254,69.57877200372954,1.0
472,332.02657724947267,349.0122653180288,1.0
473,44.55346698998684,61.0915393411888,1.0
474,59.748908754938626,56.94451226030516,1.0
475,250.53848302905482,234.51377835584356,1.0
476,47.48442520332443,58.17960324812106,1.0
477,976.0955411001627,1115.3057043389006,1.0
478,206.06088055424468,251.47509463777632,1.0
479,344.81903438572994,424.6893582125265,1.0
480,60.771705991797695,76.82943169278319,1.0
481,39.61720579818014,45.44995927013478,1.0
482,187.6652871470907,152.87744976421573,1.0
483,103.99475006773282,142.79737442472938,1.0
484,219.23285258569572,236.9460307810684,1.0
485,364.1302191818851,270.0547989959104,1.0
486,302.85503630811377,347.1544957353244,1.0
487,272.79122856989943,367.2352933973262,1.0
488,403.75784039049944,482.70688642129073,1.0
489,91.08403523669777,125.45288164763333,1.0
490,176.53770527777758,205.08662248366306,1.0
491,150.08958739723084,182.3670282161739,1.0
492,251.65816737303638,352.4032249126804,1.0
493,125.03897875833894,123.1980581501266,1.0
494,426.99631994619034,384.99370643731487,1.0
495,110.14562664607018,165.03973925572612,1.0
496,206.06088055424468,251.47509463777632,1.0
497,194.06627447111978,239.43507717444402,1.0
498,97.90785909037993,127.86831837377261,1.0
499,219.85103959057182,259.7956866666174,1.0
500,913.5458609177758,1300.9644988236528,1.0
501,37.07213199655504,37.700128495810695,1.0
502,160.8686030091999,201.65533678929526,1.0
503,40.30895344281119,35.895415261693294,1.0
504,608.2059483647624,603.4779053658197,1.0
505,121.11800619261376,149.85117035570025,1.0
506,107.64842942489706,120.4035851645084,1.0
507,190.00092105039914,176.97830693255972,1.0
508,292.31677593924917,237.0643477917611,1.0
509,56.715185227977095,84.0938925011529,1.0
510,171.58806881598736,177.73290280575668,1.0
511,206.06088055424468,251.47509463777632,1.0
512,353.25582781265183,423.35918598865754,1.0
513,195.19522502784665,250.68703990106036,1.0
514,285.17625475121207,377.56093215512914,1.0
515,70.7487880001639,76.56231039233646,1.0
516,278.04367753350346,371.23891235993966,1.0
517,418.44803403189076,420.1492462782253,1.0
518,95.54287953115293,124.68424804332328,1.0
519,236.21283150714507,212.61358712689963,1.0
520,483.14209846545435,325.2288757857098,1.0
521,21.53904684197516,26.467113420014957,1.0
522,170.5278077660944,244.17453316938276,1.0
523,129.7053546607927,184.88167104943125,1.0
524,77.1328307998611,103.815089537075,1.0
525,42.40962526591778,52.85453448160348,1.0
526,101.60663758096307,131.06879421117839,1.0
527,68.48696951996384,75.54918156132571,1.0
528,248.74248508437398,282.523367983686,1.0
529,211.7883697971601,265.4110257389885,1.0
530,510.149400070116,476.6225760315255,1.0
531,282.7753999197,321.3436971013749,1.0
532,1025.5759511777505,1231.457617178102,1.0
533,42.40962526591778,35.44173522559852,1.0
534,178.51142062262315,181.67694422985812,1.0
535,421.16090710128367,420.9245614923533,1.0
536,276.50131470912345,308.137740397768,1.0
537,206.06088055424468,251.47509463777632,1.0
538,207.09783067209796,316.0707820539554,1.0
539,1071.8140760609112,952.4500670126477,1.0
540,175.01200764391564,221.17877099794538,1.0
541,110.82434544290157,136.8534311085535,1.0
542,14.254314414144822,26.0651147076211,1.0
543,265.62634713367703,252.0010187883252,1.0
544,308.3006345274041,337.3440899749556,1.0
545,115.74429521579022,143.02140046131512,1.0
546,801.8142944340199,841.6431020240467,1.0
547,21.5583739367459,32.59955766337806,1.0
548,40.30895344281119,33.48255780817845,1.0
549,232.17470777198918,210.1835047282333,1.0
550,154.97646116184075,148.567321329499,1.0
551,203.90809814564423,241.6012725757423,1.0
552,46.11252544030405,57.053536594674725,1.0
553,57.256419421159734,80.50204621527229,1.0
554,335.88573449240306,443.22789749876085,1.0
555,327.28680720843425,295.60917900468297,1.0
556,238.37697861787808,335.03307456832215,1.0
557,159.61292759073763,210.0855695366937,1.0
558,701.7752160382148,973.6315901352713,1.0
559,79.21441464091453,119.10100425885275,1.0
560,948.8426772707829,922.4720594038624,1.0
561,264.34077408407734,359.61150960035684,1.0
562,100.2008266245843,106.11008703025878,1.0
563,1006.6936535014016,1327.5354103744212,1.0
564,215.68327879335192,236.8153980986511,1.0
565,333.6050287390764,386.21436711673914,1.0
566,434.5904274609163,436.2386049548295,1.0
567,317.1974712616666,405.3199246042987,1.0
568,231.31281676552206,197.9364795020567,1.0
569,338.4423534371874,321.5869612211695,1.0
570,1983.2168330188283,2336.2448010542676,1.0
571,275.87255413952,346.272022984864,1.0
572,158.33934075647835,195.72978850860895,1.0
573,406.8043695722183,380.6311447461747,1.0
574,59.748908754938626,70.15071211693379,1.0
575,974.4677317675436,979.9938834476656,1.0
576,110.14562664607018,165.03973925572612,1.0
577,181.36710177487407,158.7040972176965,1.0
578,859.2703211446325,1194.5411126675745,1.0
579,513.7329957766934,338.65726284223115,1.0
580,348.76248550553714,362.68432354427694,1.0
581,56.594260760841166,77.64598997315979,1.0
582,61.15828336322405,91.58861708468604,1.0
583,309.4848898129576,279.02802810371986,1.0
584,50.4346137317239,68.99179744073909,1.0
585,54.58684157655346,77.97991787254301,1.0
586,21.5583739367459,32.59955766337806,1.0
587,305.648221641598,318.9214314661401,1.0
588,260.7620500730457,309.60264371712606,1.0
589,58.039574512373235,61.89398422312784,1.0
590,143.09824789870768,164.40057616258954,1.0
591,598.3518880242564,754.3910362832298,1.0
592,192.78707364135687,290.82389256515256,1.0
593,309.4848898129576,279.02802810371986,1.0
594,228.3186413414376,273.4449176738657,1.0
595,321.1405256223802,409.4374409238962,1.0
596,33.55830586531448,40.73145206342555,1.0
597,826.967094871374,1217.4113943612836,1.0
598,125.49759200367154,150.6274253920593,1.0
599,117.1830259121064,148.151242156676,1.0
600,147.87487856776303,191.28011925632836,1.0
601,42.40962526591778,37.13193574213515,1.0
602,77.1328307998611,85.7787751918657,1.0
603,646.0614559002881,749.9330693921959,1.0
604,959.3824369023419,929.8528210156735,1.0
605,286.609285151505,259.61639147044554,1.0
606,261.4632701985767,287.99461801358814,1.0
607,901.9768556268834,916.9340669782281,1.0
608,89.01746177014935,123.54806205341833,1.0
609,170.6991296985301,219.70421288418265,1.0
610,42.89900872822678,40.577068241374725,1.0
611,265.62634713367703,278.64119883753267,1.0
612,346.26236376944007,381.3091911019766,1.0
613,705.2204444149361,585.3825145447031,1.0
614,283.0397618056006,320.19274841718953,1.0
615,304.406147946384,336.091215430565,1.0
616,339.34850356859556,361.342329959226,1.0
617,254.55259743178644,298.31372623977643,1.0
618,367.95087439420377,377.45860504789965,1.0
619,379.9623518961558,297.1714003950099,1.0
620,361.22734678718695,278.43783234448506,1.0
621,260.4847441882029,291.20819038689564,1.0
622,256.9244208134359,352.1800503070957,1.0
623,267.46324951989493,296.3863064929677,1.0
624,272.0161424800134,365.8397953059895,1.0
625,318.3047548279349,406.24676078306277,1.0
626,244.68281140163083,340.9024598451975,1.0
627,219.11861410853294,262.76337255075873,1.0
628,223.17754051669047,266.0052002681846,1.0
629,283.6269912867771,307.68497498938007,1.0
630,280.9079611912938,337.3904807350239,1.0
