series,adj,meas,ec2,CatBoost,CatBoost_ec2
1,False,1.0068825969577324,0.91255,0.8333348837280232,0.8708301790136899
1,False,1.1571978174401856,0.9353,0.9392912335307902,0.9173898623642858
2,True,0.7446808510638299,0.70325,0.7184896352698991,0.631937464821075
2,True,0.6085106382978723,0.6444,0.6570062952380257,0.5816528261452157
2,True,0.4893617021276596,0.6104,0.6108750282316676,0.5330515122688422
2,False,0.6808510638297872,0.7753,0.7293923418479396,0.7011489181287172
2,False,0.7489361702127659,0.844,0.774229032127795,0.7672164070856886
2,False,0.8297872340425532,0.8826,0.8044553251799591,0.8144951367970493
2,True,0.7659574468085107,0.7863,0.714697233441059,0.7019927546600121
2,True,0.723404255319149,0.7533,0.6570062952380257,0.66786266750143
2,True,0.6382978723404256,0.7293499999999999,0.5829828447436325,0.6046177353859179
3,True,0.8162996754160906,0.75,0.5721985530977117,0.5681268187351359
3,True,0.8089164402980641,0.75,0.5807804577011052,0.5743698934368517
3,True,0.7257902978268643,0.75,0.566364236860987,0.5722381493751103
3,True,0.6911541292975606,0.75,0.5606357815361558,0.5575290314251687
3,True,0.7010162690449167,0.68525,0.585301009212345,0.5280003523066309
3,True,0.6979118484907385,0.68525,0.594067679924271,0.5338024822770512
3,True,0.6138494639625366,0.68525,0.580054815943797,0.5300408275577769
3,True,0.5797593245756094,0.68525,0.5748788437815096,0.5164163723211841
4,True,0.7377049180327869,0.75,0.8312493313472661,0.6892106875471582
4,True,0.5199063231850117,0.6849999999999999,0.8210591051435963,0.6259537904588012
4,True,0.49180327868852464,0.6443,0.7679903056249059,0.6211804376354275
4,True,0.7939110070257612,0.8484,0.8312493313472661,0.7008075117304463
4,True,0.7025761124121781,0.82395,0.8210591051435963,0.6712733233990162
4,True,0.6112412177985949,0.8091999999999999,0.7679903056249059,0.6426372613957283
5,False,0.9135654261704681,0.8956999999999999,0.7777696867551476,0.8622611908632081
5,False,0.6530612244897959,0.8361000000000001,0.7543790485177662,0.79913599168409
5,False,0.8703481392557023,0.7914,0.7777696867551476,0.781294423594487
5,False,0.9759903961584635,0.8093999999999999,0.7777696867551476,0.7978436152249615
5,False,0.8739495798319328,0.7914,0.7777696867551476,0.781294423594487
5,False,0.8595438175270108,0.7914,0.7777696867551476,0.781294423594487
6,False,0.9322263639444256,0.92395,0.832952069997733,0.772431774635842
6,False,0.8764825482887155,0.8479,0.832952069997733,0.6814629356752295
6,False,0.7673669942392409,0.77185,0.832952069997733,0.6742929237070582
7,True,0.5444215277132515,0.7874,0.8305482097439428,0.7992973369450477
7,True,0.4804449830605319,0.7874,0.8417275189092607,0.7353629527709802
7,True,0.5988521579146265,0.7874,0.8165587343575149,0.8021620109951635
7,True,0.8248490617515635,0.8877,0.8509667427988313,0.7564600427868234
7,True,0.6991439981118225,0.7754,0.8429922587115453,0.7545008596284477
7,True,0.9228935939064308,0.8332,0.7929076456801069,0.8152171843619467
7,True,0.8223470895059242,0.6664,0.8040992653960134,0.7507916523463892
8,True,0.7894595851976605,0.4357499999999999,0.5718848921478524,0.41306555707059245
8,True,0.7817052508001296,0.4357499999999999,0.6049917739124079,0.42187611250648793
8,False,0.8128250237382808,0.709,0.708445427509203,0.6257532921267611
8,False,0.8113496442856746,0.709,0.681602720817026,0.6299579746634593
8,False,0.7959973770545158,0.8192,0.8389075932559402,0.7333990514366989
8,False,0.7841183551436447,0.8192,0.8340904496986606,0.7326946332907706
9,True,0.9052153923560777,0.75,0.778554166973029,0.7241587551643404
9,True,0.8789203554387537,0.6454,0.7770775657241582,0.6539966550509348
9,True,0.9943989422847214,0.5997999999999999,0.6182834606809653,0.5834946413562467
9,True,0.8757040652347042,0.57545,0.555899542158001,0.552796698010664
9,True,0.9136339872409275,0.90475,0.8599456542097232,0.7933718843395946
9,True,0.788210673852423,0.8096,0.8437969180824847,0.7027150473932586
9,True,0.9113011078512945,0.81615,0.8026496997966499,0.6816355717475394
9,True,0.9053430466727681,0.6323,0.8810609357004697,0.5713679667501548
9,True,0.8500144521309293,0.94445,0.6465396683385283,0.7959607908864486
9,True,0.8731981275038609,0.889,0.6708280680120604,0.7080856950223696
9,True,0.7463094877119518,0.88895,0.6065505913401619,0.6812945293460133
9,True,0.7787577263081237,0.7779,0.6065505913401619,0.5995351189743479
10,True,1.1979411165870635,0.6443,0.7701457261298864,0.721898082142691
10,True,1.133320419048106,0.8091999999999999,0.7728553188405081,0.8043324797260429
10,True,0.5977317368221661,0.6443,0.767089913941505,0.7097237777713071
10,True,0.79889229354513,0.81745,0.8089457707715214,0.7429135217926094
10,True,0.8499390711115402,0.869,0.8370140728479993,0.7682882862578174
10,True,0.8625462859951043,0.81745,0.8021815790118764,0.7437022532067037
10,True,0.5770036390286505,0.81745,0.7693997625037885,0.7512747568819074
10,True,0.8772340871540439,0.81745,0.7853136207187126,0.7547982347517886
10,True,0.8074032708258417,0.81745,0.8400039619416564,0.7920271406472053
10,True,0.7142772524319759,0.869,0.8314007530402592,0.8017197748314763
10,True,0.7581703487142626,0.81745,0.8346563281145812,0.7523804279400083
