row_in_workbook,series,source,has_opening,d_mm,c_mm,fc_MPa,sqrt_fc,rho_percent,a_over_d,Dop_mm,Sop_mm,Num_Openings,Opening_Shape,Opening_Pos,col_shape,Vu_kN,Vu_ACI318_kN,Vu_EC2_kN,EC2_perimeter_ratio
726,244,previous_db,False,157.5,250.43,55.0,7.416198487095663,1.67,5.02,0,1000.0,,,,,802.0,628.9577595740302,762.5943639097761,1.0
727,244,previous_db,False,137.5,250.25,56.4,7.5099933422074345,2.48,5.749963636363637,0,1000.0,,,,,788.0,528.5279851970294,652.6675604687086,1.0
728,244,previous_db,False,127.5,249.9,57.1,7.556454194925025,2.68,6.2,0,1000.0,,,,,801.0,479.9589183556197,579.3984666422493,1.0
729,245,previous_db,False,105.0,250.0,44.7,6.685805860178712,0.45,9.523809523809524,0,1000.0,,,,,219.0,328.9617057383732,238.4443495159502,1.0
730,246,previous_db,False,105.0,250.0,32.3,5.683308895353129,0.4,7.52,0,1000.0,,,,,228.0,279.63584757806,205.7316902647365,1.0
731,246,previous_db,False,112.5,249.75,57.1,7.556454194925025,1.88,7.02,0,1000.0,,,,,481.0,406.4928415185712,464.40049244181154,1.0
732,247,previous_db,False,193.0,129.31,35.3,5.941380311005179,1.63,6.81,0,1000.0,,,,,682.0,487.85681154109056,789.2919884311887,1.0
733,98,previous_db,False,210.0,260.4,33.5,5.787918451395113,1.5,5.95,0,1000.0,,,,,974.0,754.7149319194516,1014.4097581929932,1.0
734,248,previous_db,False,197.0,520.08,35.5,5.958187643906492,1.59,5.69,0,1000.0,,,,,1324.0,1111.020170767869,1239.4174130196384,1.0
735,249,previous_db,False,267.0,339.09,30.5,5.522680508593631,1.58,4.53,0,1000.0,,,,,1625.0,1160.144168622937,1537.190687284654,1.0
736,250,previous_db,False,353.0,441.25,31.7,5.630275304103699,1.5,3.29,0,1000.0,,,,,2491.0,1897.4128492921088,2501.866764787298,1.0
737,251,previous_db,False,150.0,250.5,24.5,4.949747468305833,0.86,7.0,0,1000.0,,,,,473.0,392.5100244891842,430.5815087670562,1.0
738,251,previous_db,False,150.0,250.5,22.6,4.753945729601885,1.28,7.0,0,1000.0,,,,,600.0,376.9831424116999,478.5639712561189,1.0
739,251,previous_db,False,150.0,250.5,39.4,6.276941930590086,0.86,7.0,0,1000.0,,,,,723.0,497.7552181538632,504.4662168776736,1.0
740,251,previous_db,False,150.0,250.5,35.9,5.991660871578097,1.28,7.0,0,1000.0,,,,,801.0,475.1327154552715,558.3870479596491,1.0
741,252,previous_db,False,150.0,250.5,26.4,5.138093031466052,0.86,5.0,0,1000.0,,,,,678.0,407.4456393022265,441.4362454773097,1.0
742,252,previous_db,False,150.0,250.5,25.8,5.079370039680118,1.28,5.0,0,1000.0,,,,,692.0,402.7889647765937,500.1616877973472,1.0
743,252,previous_db,False,150.0,250.5,34.8,5.89915248150105,0.86,5.0,0,1000.0,,,,,691.0,467.7968926305518,484.0160484579311,1.0
744,252,previous_db,False,150.0,250.5,34.0,5.830951894845301,1.28,5.0,0,1000.0,,,,,855.0,462.3886543093375,548.3571268227184,1.0
745,253,previous_db,False,200.0,450.0,34.6,5.882176467941097,1.07,5.13,0,1000.0,,,,,974.0,1009.3814818986922,1035.0456753819092,1.0
746,254,previous_db,False,105.0,236.25,33.6,5.796550698475776,1.0,6.33,0,1000.0,,,,,289.2,274.1609075234834,276.20906151123285,1.0
747,254,previous_db,False,104.2,200.06,100.7,10.03493896344168,0.94,6.38003838771593,0,1000.0,,,,,412.9,419.9535398830821,360.6624557191945,1.0
748,254,previous_db,False,101.6,200.15,104.3,10.21273714534943,1.24,6.550000000000001,0,1000.0,,,,,429.0,413.2920697681957,384.24344788869,1.0
749,254,previous_db,False,101.7,200.35,103.9,10.193134944657606,1.48,6.540019665683382,0,1000.0,,,,,460.9,413.3153150285815,407.8688687099617,1.0
750,255,previous_db,False,96.0,129.6,40.3,6.348228099241551,1.5,7.140000000000001,0,1000.0,,,,,393.9,181.48334804441663,233.93978659972356,1.0
751,255,previous_db,False,96.0,129.6,37.8,6.148170459575759,1.5,7.140000000000001,0,1000.0,,,,,361.3,175.7640938398065,228.99869493836337,1.0
752,255,previous_db,False,96.0,129.6,39.4,6.276941930590086,1.5,7.140000000000001,0,1000.0,,,,,385.2,179.44541677385115,232.1851721523288,1.0
753,256,previous_db,False,197.0,260.04,32.9,5.735852159879995,1.59,2.93,0,1000.0,,,,,985.0,681.6984670542498,932.500775284222,1.0
754,257,previous_db,False,204.0,259.08,32.2,5.674504383644443,1.54,8.09,0,1000.0,,,,,961.0,707.6003826612944,966.4937317509076,1.0
