row_in_workbook,series,source,has_opening,d_mm,c_mm,fc_MPa,sqrt_fc,rho_percent,a_over_d,Dop_mm,Sop_mm,Num_Openings,Opening_Shape,Opening_Pos,col_shape,Vu_kN,Vu_ACI318_kN,Vu_EC2_kN,EC2_perimeter_ratio
543,97,previous_db,False,124.7,200.0,24.7,4.969909455915671,0.54,8.981555733761025,0,1000.0,,,,,258.0,265.62634713367703,252.0010187883252,1.0
544,122,previous_db,False,125.0,225.0,28.5,5.338539126015656,0.98,7.644,0,1000.0,,,,,306.0,308.3006345274041,337.3440899749556,1.0
545,194,previous_db,False,75.0,150.0,27.0,5.196152422706632,1.5,1.333333333333333,0,1000.0,,,,,235.0,115.74429521579022,143.02140046131512,1.0
546,195,previous_db,False,246.0,196.35,31.16,5.582114294781145,0.55,1.117886178861789,0,1000.0,,,,,1356.0,801.8142944340199,841.6431020240467,1.0
547,196,previous_db,False,38.1,80.11,13.15,3.626292872893749,2.06,2.322834645669291,0,1000.0,,,,,36.0,21.5583739367459,32.59955766337806,1.0
548,104,previous_db,False,40.5,100.0,28.8,5.366563145999495,0.56,6.666666666666667,0,1000.0,,,,,49.0,40.30895344281119,33.48255780817845,1.0
549,62,previous_db,False,107.0,120.0,52.44,7.241546796092669,0.51,9.25233644859813,0,1000.0,,,,,240.0,232.1747077719892,210.1835047282333,1.0
550,30,previous_db,False,77.0,200.0,30.3,5.504543577809154,0.92,10.58441558441558,0,1000.0,,,,,194.0,154.97646116184077,148.567321329499,1.0
551,197,previous_db,False,118.0,117.81,30.82,5.551576352712804,0.8,5.720338983050848,0,1000.0,,,,,285.0,203.90809814564423,241.6012725757423,1.0
552,37,previous_db,False,46.0,102.0,26.33,5.1312766442669995,1.62,5.315217391304348,0,1000.0,,,,,87.0,46.11252544030405,57.053536594674725,1.0
553,23,previous_db,False,60.0,78.54,27.23,5.2182372502599,1.56,3.825,0,1000.0,,,,,113.0,57.25641942115973,80.50204621527229,1.0
554,35,previous_db,False,123.0,225.0,35.34,5.94474557908074,1.94,7.76829268292683,0,1000.0,,,,,317.0,335.88573449240306,443.22789749876085,1.0
555,198,previous_db,False,132.7,200.0,31.54,5.616048432839588,0.5,8.440090429540318,0,1000.0,,,,,257.0,327.28680720843425,295.60917900468297,1.0
556,27,previous_db,False,114.0,254.0,18.53,4.304648650006177,2.49,6.684210526315789,0,1000.0,,,,,400.0,238.37697861787808,335.0330745683221,1.0
557,199,previous_db,False,100.0,117.81,30.82,5.551576352712804,1.25,6.11,0,1000.0,,,,,244.0,159.61292759073763,210.0855695366937,1.0
558,199,previous_db,False,271.0,300.0,12.3,3.5071355833500366,1.03,2.214022140221402,0,1000.0,,,,,1165.0,701.7752160382148,973.6315901352712,1.0
559,173,previous_db,False,80.77,119.38,13.78,3.712142238654117,1.5,2.358548966200322,0,1000.0,,,,,108.0,79.21441464091453,119.10100425885275,1.0
560,200,previous_db,False,172.0,704.5,22.89,4.784349485562275,1.17,3.991279069767442,0,1000.0,,,,,1107.0,948.8426772707828,922.4720594038624,1.0
561,27,previous_db,False,114.3,254.0,22.63,4.757099956906519,3.45,6.675415573053368,0,1000.0,,,,,334.0,264.34077408407734,359.61150960035684,1.0
562,114,previous_db,False,75.0,100.0,33.45,5.783597496368502,0.75,1.666666666666667,0,1000.0,,,,,172.0,100.2008266245843,106.11008703025878,1.0
563,49,previous_db,False,200.0,150.0,118.7,10.894952959971878,1.75,5.125,0,1000.0,,,,,1400.0,1006.6936535014016,1327.5354103744212,1.0
564,201,previous_db,False,80.0,251.33,38.0,6.164414002968976,1.8,4.6,0,1000.0,,,,,324.0,215.68327879335192,236.8153980986511,1.0
565,65,previous_db,False,100.0,200.0,70.97,8.424369412602939,2.26,5.0,0,1000.0,,,,,489.0,333.6050287390764,386.2143671167392,1.0
566,82,previous_db,False,127.0,225.0,54.24,7.364781055808788,1.03,7.523622047244094,0,1000.0,,,,,363.0,434.5904274609163,436.2386049548295,1.0
567,27,previous_db,False,114.0,254.0,32.81,5.728001396647874,3.73,6.684210526315789,0,1000.0,,,,,547.0,317.1974712616666,405.3199246042987,1.0
568,27,previous_db,False,100.0,200.0,34.12,5.841232746604093,0.56,7.45,0,1000.0,,,,,191.0,231.3128167655221,197.9364795020567,1.0
569,202,previous_db,False,121.0,304.5,24.8,4.979959839195493,0.79,7.086776859504132,0,1000.0,,,,,314.0,338.4423534371874,321.5869612211695,1.0
570,203,previous_db,False,400.0,300.0,37.43,6.118006211176971,0.76,1.84375,0,1000.0,,,,,2224.0,1983.2168330188283,2336.244801054268,1.0
571,59,previous_db,False,117.0,203.0,31.16,5.582114294781145,1.5,4.987179487179487,0,1000.0,,,,,411.0,275.87255413952,346.272022984864,1.0
572,204,previous_db,False,80.0,157.08,40.0,6.324555320336759,1.8,5.35,0,1000.0,,,,,288.0,158.33934075647835,195.72978850860892,1.0
573,205,previous_db,False,95.0,300.0,67.45,8.212794895770866,1.49,6.315789473684211,0,1000.0,,,,,560.0,406.8043695722183,380.6311447461747,1.0
574,86,previous_db,False,53.5,100.0,30.38,5.511805511808268,1.29,5.046728971962617,0,1000.0,,,,,124.0,59.74890875493863,70.15071211693379,1.0
575,170,previous_db,False,200.0,196.35,86.73,9.31289428695505,0.81,5.375,0,1000.0,,,,,1021.0,974.4677317675436,979.9938834476656,1.0
576,206,previous_db,False,83.0,80.11,37.99,6.163602842493991,1.75,4.283132530120482,0,1000.0,,,,,129.0,110.14562664607018,165.03973925572612,1.0
577,207,previous_db,False,90.0,180.64,31.82,5.640921910468181,0.58,3.722222222222222,0,1000.0,,,,,265.0,181.36710177487407,158.7040972176965,1.0
578,49,previous_db,False,200.0,150.0,86.48,9.299462350050137,1.75,5.125,0,1000.0,,,,,1300.0,859.2703211446325,1194.5411126675745,1.0
579,208,previous_db,False,109.0,360.0,57.96,7.6131465242697125,0.5,9.082568807339449,0,1000.0,,,,,446.0,513.7329957766934,338.65726284223115,1.0
580,83,previous_db,False,120.0,150.0,66.5,8.154753215150045,0.95,5.625,0,1000.0,,,,,489.0,348.76248550553714,362.68432354427694,1.0
581,209,previous_db,False,82.0,93.46,8.88,2.979932885150268,0.74,5.780487804878049,0,1000.0,,,,,117.0,56.594260760841166,77.64598997315979,1.0
582,210,previous_db,False,82.0,93.46,10.37,3.2202484376209237,1.04,9.03048780487805,0,1000.0,,,,,98.0,61.15828336322405,91.58861708468604,1.0
583,97,previous_db,False,124.7,200.0,33.53,5.790509476721371,0.54,8.981555733761025,0,1000.0,,,,,343.0,309.4848898129576,279.02802810371986,1.0
584,103,previous_db,False,51.0,152.0,13.62,3.690528417449187,2.2,7.470588235294118,0,1000.0,,,,,123.0,50.4346137317239,68.99179744073909,1.0
585,23,previous_db,False,60.0,78.54,24.75,4.9749371855331,1.56,3.825,0,1000.0,,,,,100.0,54.58684157655346,77.97991787254301,1.0
586,211,previous_db,False,38.1,80.11,13.15,3.626292872893749,2.06,3.661417322834645,0,1000.0,,,,,33.0,21.5583739367459,32.59955766337806,1.0
587,212,previous_db,False,99.0,320.0,31.16,5.582114294781145,1.43,6.464646464646465,0,1000.0,,,,,360.0,305.648221641598,318.9214314661401,1.0
588,59,previous_db,False,117.0,203.0,27.84,5.276362383309167,1.2,4.987179487179487,0,1000.0,,,,,394.0,260.7620500730457,309.60264371712606,1.0
589,23,previous_db,False,60.0,78.54,27.98,5.289612462175278,0.69,3.825,0,1000.0,,,,,82.0,58.03957451237324,61.89398422312784,1.0
590,90,previous_db,False,80.0,160.0,31.88,5.646237685397241,1.31,10.4375,0,1000.0,,,,,236.0,143.09824789870768,164.40057616258954,1.0
591,213,previous_db,False,200.0,196.35,32.7,5.718391382198319,0.98,6.2375,0,1000.0,,,,,825.0,598.3518880242564,754.3910362832298,1.0
592,27,previous_db,False,114.0,254.0,12.12,3.481379037105842,3.73,6.684210526315789,0,1000.0,,,,,356.0,192.78707364135687,290.82389256515256,1.0
593,97,previous_db,False,124.7,200.0,33.53,5.790509476721371,0.54,8.981555733761025,0,1000.0,,,,,304.0,309.4848898129576,279.02802810371986,1.0
594,83,previous_db,False,120.0,150.0,28.5,5.338539126015656,0.95,5.625,0,1000.0,,,,,396.0,228.3186413414376,273.4449176738657,1.0
595,27,previous_db,False,114.3,254.0,33.4,5.779273310719955,3.45,6.675415573053368,0,1000.0,,,,,374.0,321.1405256223802,409.4374409238962,1.0
596,84,previous_db,False,35.0,100.0,28.95,5.380520420925842,1.97,7.714285714285714,0,1000.0,,,,,73.0,33.55830586531448,40.73145206342555,1.0
597,49,previous_db,False,200.0,150.0,80.1,8.949860334105779,2.62,5.125,0,1000.0,,,,,1250.0,826.967094871374,1217.4113943612836,1.0
598,90,previous_db,False,80.0,160.0,24.52,4.951767361255979,1.31,10.4375,0,1000.0,,,,,190.0,125.49759200367154,150.6274253920593,1.0
599,214,previous_db,False,95.5,94.25,24.0,4.898979485566356,0.85,3.036649214659686,0,1000.0,,,,,181.0,117.1830259121064,148.151242156676,1.0
600,215,previous_db,False,92.0,200.0,17.39,4.170131892398609,1.48,8.26086956521739,0,1000.0,,,,,210.0,147.87487856776303,191.2801192563284,1.0
601,104,previous_db,False,40.5,100.0,31.88,5.646237685397241,0.69,6.666666666666667,0,1000.0,,,,,52.0,42.40962526591778,37.13193574213515,1.0
602,160,previous_db,False,60.0,100.0,37.05,6.08687111741328,1.1,7.5,0,1000.0,,,,,120.0,77.1328307998611,85.7787751918657,1.0
603,216,previous_db,False,200.0,200.0,37.43,6.118006211176971,0.83,2.625,0,1000.0,,,,,904.0,646.0614559002881,749.9330693921959,1.0
604,217,previous_db,False,173.0,707.64,22.89,4.784349485562275,1.16,3.956647398843931,0,1000.0,,,,,1079.0,959.382436902342,929.8528210156736,1.0
605,217,previous_db,False,123.0,235.62,24.23,4.922397789695587,0.54,5.73170731707317,0,1000.0,,,,,258.0,286.609285151505,259.61639147044554,1.0
606,27,previous_db,False,114.3,254.0,22.14,4.705316142407437,1.05,6.675415573053368,0,1000.0,,,,,389.0,261.4632701985767,287.99461801358814,1.0
607,218,previous_db,False,194.0,196.35,81.42,9.023303164584464,0.83,5.541237113402062,0,1000.0,,,,,889.0,901.9768556268834,916.934066978228,1.0
608,114,previous_db,False,75.0,100.0,26.4,5.138093031466052,1.5,1.666666666666667,0,1000.0,,,,,185.0,89.01746177014935,123.54806205341832,1.0
609,199,previous_db,False,100.0,117.81,35.25,5.937171043518958,1.25,6.11,0,1000.0,,,,,294.0,170.6991296985301,219.70421288418265,1.0
610,104,previous_db,False,40.5,100.0,32.62,5.711392124517454,0.88,6.666666666666667,0,1000.0,,,,,57.0,42.89900872822678,40.577068241374725,1.0
611,97,previous_db,False,124.7,200.0,24.7,4.969909455915671,0.73,8.981555733761025,0,1000.0,,,,,319.0,265.62634713367703,278.64119883753267,1.0
612,83,previous_db,False,120.0,150.0,65.55,8.096295449154509,1.12,5.625,0,1000.0,,,,,436.0,346.26236376944007,381.3091911019766,1.0
613,98,previous_db,False,210.0,260.0,29.3,5.412947441089743,0.33,5.952380952380953,0,1000.0,,,,,550.0,705.2204444149361,585.3825145447031,1.0
614,19,previous_db,False,118.0,253.7,23.9,4.888762624632126,1.15,6.470000000000001,0,1000.0,,,,,365.0,283.0397618056006,320.19274841718953,1.0
615,19,previous_db,False,118.0,254.0,27.6,5.253570214625479,1.15,6.470000000000001,0,1000.0,,,,,356.0,304.406147946384,336.091215430565,1.0
616,19,previous_db,False,118.0,254.0,34.3,5.856620185738529,1.15,6.470000000000001,0,1000.0,,,,,351.0,339.3485035685956,361.342329959226,1.0
617,19,previous_db,False,118.0,254.0,19.3,4.39317652729776,1.15,6.470000000000001,0,1000.0,,,,,356.0,254.55259743178644,298.31372623977643,1.0
618,134,previous_db,False,118.0,356.36,24.8,4.979959839195493,1.15,6.029999999999999,0,1000.0,,,,,400.0,367.95087439420377,377.45860504789965,1.0
619,134,previous_db,False,121.0,355.74,24.9,4.9899899799498595,0.5,5.88,0,1000.0,,,,,236.0,379.9623518961558,297.1714003950099,1.0
620,27,previous_db,False,114.0,254.22,42.5,6.519202405202649,0.5,6.69,0,1000.0,,,,,200.0,361.22734678718695,278.43783234448506,1.0
621,27,previous_db,False,114.0,254.22,22.1,4.701063709417263,1.1,6.69,0,1000.0,,,,,389.0,260.4847441882029,291.20819038689564,1.0
622,27,previous_db,False,114.0,254.22,21.5,4.636809247747852,2.0,6.69,0,1000.0,,,,,364.0,256.9244208134359,352.1800503070957,1.0
623,27,previous_db,False,114.0,254.22,23.3,4.8270073544588685,1.1,6.69,0,1000.0,,,,,393.0,267.46324951989493,296.3863064929677,1.0
624,27,previous_db,False,114.0,254.22,24.1,4.909175083453431,2.0,6.69,0,1000.0,,,,,378.0,272.0161424800134,365.8397953059895,1.0
625,27,previous_db,False,114.0,254.22,33.0,5.744562646538029,2.6,6.69,0,1000.0,,,,,374.0,318.3047548279349,406.2467607830628,1.0
626,27,previous_db,False,114.0,254.22,19.5,4.415880433163924,2.6,6.69,0,1000.0,,,,,312.0,244.68281140163083,340.9024598451975,1.0
627,52,previous_db,False,114.0,203.0,21.1,4.5934736311423405,1.1,6.92,0,1000.0,,,,,343.0,219.1186141085329,262.7633725507588,1.0
628,52,previous_db,False,114.0,202.92,21.9,4.679743582719036,1.1,6.92,0,1000.0,,,,,378.0,223.17754051669047,266.0052002681846,1.0
629,219,previous_db,False,114.0,264.48,24.8,4.979959839195493,1.1,6.65,0,1000.0,,,,,372.0,283.6269912867771,307.68497498938007,1.0
630,219,previous_db,False,114.0,305.52,19.8,4.449719092257398,1.5,6.470000000000001,0,1000.0,,,,,443.0,280.9079611912938,337.3904807350239,1.0
631,220,previous_db,False,127.0,254.0,28.1,5.300943312279429,1.54,7.0,0,1000.0,,,,,463.0,338.57570214766946,419.2534199748518,1.0
632,220,previous_db,False,127.0,254.0,28.6,5.347896782848375,1.56,7.0,0,1000.0,,,,,440.0,341.57465975382337,423.5432949447611,1.0
633,220,previous_db,False,127.0,508.0,33.2,5.761944116355173,1.52,7.0,0,1000.0,,,,,579.0,613.3670179077711,612.9507294800976,1.0
634,220,previous_db,False,127.0,508.0,33.4,5.779273310719955,1.52,7.0,0,1000.0,,,,,581.0,615.2117349087742,614.1790909408966,1.0
635,221,previous_db,False,75.0,50.25,32.6,5.709640969448079,1.17,6.33,0,1000.0,,,,,140.0,70.79812061091381,103.92642482583877,1.0
636,221,previous_db,False,75.0,50.25,35.0,5.916079783099616,1.17,6.33,0,1000.0,,,,,130.0,73.35791029048947,106.41662196897975,1.0
637,177,previous_db,False,75.0,99.75,30.7,5.540758070878027,1.17,6.0,0,1000.0,,,,,200.0,95.8564998157076,119.50571242967824,1.0
638,177,previous_db,False,75.0,99.75,33.2,5.761944116355173,1.17,6.0,0,1000.0,,,,,160.0,99.6830736989736,122.66534971583322,1.0
639,222,previous_db,False,75.0,150.0,30.5,5.522680508593631,1.17,5.67,0,1000.0,,,,,204.0,123.0177083289231,137.11277450013296,1.0
640,222,previous_db,False,75.0,150.0,32.2,5.674504383644443,1.17,5.67,0,1000.0,,,,,220.0,126.39958514567998,139.61430853167263,1.0
641,223,previous_db,False,75.0,200.25,30.9,5.558776843874918,1.17,5.33,0,1000.0,,,,,240.0,151.47527930138057,155.65448254825026,1.0
642,223,previous_db,False,75.0,200.25,28.9,5.375872022286245,1.17,5.33,0,1000.0,,,,,235.0,146.4911686392946,152.22106396090706,1.0
643,177,previous_db,False,75.0,99.75,29.1,5.394441583704471,0.47,6.0,0,1000.0,,,,,118.0,93.32518800848328,86.61854185410212,1.0
644,177,previous_db,False,75.0,99.75,31.2,5.585696017507576,0.47,6.0,0,1000.0,,,,,132.0,96.63393752688545,88.65394585609735,1.0
645,177,previous_db,False,75.0,99.75,31.9,5.648008498577175,1.55,6.0,0,1000.0,,,,,210.0,97.71195902750978,132.93970577939743,1.0
646,177,previous_db,False,75.0,99.75,30.9,5.558776843874918,1.86,6.0,0,1000.0,,,,,200.0,96.16822909324704,139.7776476641603,1.0
647,177,previous_db,False,75.0,99.75,31.2,5.585696017507576,1.86,6.0,0,1000.0,,,,,223.0,96.63393752688545,140.22854642475158,1.0
648,177,previous_db,False,75.0,99.75,31.2,5.585696017507576,1.86,6.0,0,1000.0,,,,,220.0,96.63393752688545,140.22854642475158,1.0
649,177,previous_db,False,75.0,99.75,32.3,5.683308895353129,1.18,6.0,0,1000.0,,,,,170.0,98.32266471683296,121.89206354462236,1.0
650,177,previous_db,False,75.0,99.75,31.1,5.576737397439475,1.18,6.0,0,1000.0,,,,,190.0,96.47895116005228,120.363475161841,1.0
651,177,previous_db,False,75.0,99.75,28.0,5.291502622129181,0.92,6.0,0,1000.0,,,,,169.0,91.54431823849038,106.9701338139488,1.0
652,177,previous_db,False,75.0,99.75,28.8,5.366563145999495,0.92,6.0,0,1000.0,,,,,160.0,92.84288406657777,107.9793456213421,1.0
653,224,previous_db,False,75.0,99.75,29.2,5.403702434442518,1.17,9.33,0,1000.0,,,,,189.0,93.4854030414642,117.52677632208348,1.0
654,225,previous_db,False,75.0,99.75,29.4,5.422176684690384,1.17,12.67,0,1000.0,,,,,192.0,93.80501218931482,117.79449199956544,1.0
655,225,previous_db,False,75.0,99.75,34.1,5.8395205282625735,1.17,12.67,0,1000.0,,,,,160.0,101.0251650190746,123.7639038589538,1.0
656,226,previous_db,False,75.0,99.75,31.6,5.621387729022079,1.17,3.75,0,1000.0,,,,,150.0,97.2514130590142,120.6622911912752,1.0
657,227,previous_db,False,120.0,99.6,29.0,5.385164807134504,1.17,3.75,0,1000.0,,,,,301.0,187.3210191568432,266.6148300722636,1.0
658,228,previous_db,False,120.0,99.6,31.1,5.576737397439475,1.17,3.53,0,1000.0,,,,,292.0,193.98480274446905,272.9009828676136,1.0
659,229,previous_db,False,170.0,299.2,39.6,6.29285308902091,0.79,3.53,0,1000.0,,,,,660.0,662.5649366063162,642.744413106482,1.0
660,229,previous_db,False,170.0,299.2,41.8,6.465291950097845,0.79,3.53,0,1000.0,,,,,660.0,680.720762182038,654.43322848643,1.0
661,229,previous_db,False,170.0,299.2,35.4,5.9497899122574065,1.19,3.53,0,1000.0,,,,,750.0,626.4443361809157,709.7645306885871,1.0
662,229,previous_db,False,170.0,299.2,39.3,6.268971207462991,1.19,3.53,0,1000.0,,,,,750.0,660.0504495975431,734.9267499805409,1.0
663,229,previous_db,False,170.0,299.2,39.3,6.268971207462991,1.09,3.53,0,1000.0,,,,,635.0,660.0504495975431,713.735394272804,1.0
664,229,previous_db,False,170.0,299.2,39.3,6.268971207462991,1.09,3.53,0,1000.0,,,,,600.0,660.0504495975431,713.735394272804,1.0
665,229,previous_db,False,120.0,300.0,36.7,6.058052492344384,3.37,5.0,0,1000.0,,,,,400.0,403.0301162106872,489.8074606383045,1.0
666,229,previous_db,False,120.0,300.0,41.3,6.4265076052238514,3.37,5.0,0,1000.0,,,,,660.0,427.5426979603324,509.4716923130852,1.0
667,229,previous_db,False,120.0,300.0,39.2,6.260990336999411,2.11,5.0,0,1000.0,,,,,540.0,416.53116513989687,500.6859410359392,1.0
668,229,previous_db,False,120.0,300.0,39.7,6.300793600809346,2.11,5.0,0,1000.0,,,,,710.0,419.1791966746441,502.80572050870353,1.0
669,229,previous_db,False,120.0,300.0,40.8,6.387487769068525,1.12,5.0,0,1000.0,,,,,600.0,424.9467863005909,418.23409853917934,1.0
670,229,previous_db,False,120.0,300.0,44.7,6.685805860178712,1.12,5.0,0,1000.0,,,,,600.0,444.7932922659693,431.15678467951614,1.0
671,230,previous_db,False,120.0,99.6,17.9,4.230839160261236,0.99,5.83,0,1000.0,,,,,190.0,147.1682170875894,214.7100755469221,1.0
672,230,previous_db,False,120.0,99.6,22.4,4.732863826479693,0.99,5.83,0,1000.0,,,,,240.0,164.6309643731186,231.37552677636955,1.0
673,230,previous_db,False,120.0,99.6,42.8,6.54217089351845,0.99,5.83,0,1000.0,,,,,312.0,227.5670593495176,287.11067315835504,1.0
674,230,previous_db,False,120.0,99.6,41.8,6.465291950097845,0.99,5.83,0,1000.0,,,,,341.0,224.89285297905155,284.8569642619434,1.0
675,231,previous_db,False,79.0,199.87,28.9,5.375872022286245,0.8,10.32,0,1000.0,,,,,186.0,156.33338824955578,145.20591769817818,1.0
676,232,previous_db,False,125.0,250.0,26.0,5.0990195135927845,1.06,3.8,0,1000.0,,,,,450.4,315.5018324035536,349.44051404934635,1.0
677,232,previous_db,False,125.0,250.0,26.0,5.0990195135927845,0.96,3.8,0,1000.0,,,,,427.0,315.5018324035536,338.0869271382622,1.0
678,232,previous_db,False,80.0,250.4,43.1,6.565059024867941,1.32,5.94,0,1000.0,,,,,302.4,229.05648499180847,222.29893185377037,1.0
679,232,previous_db,False,95.0,249.85,27.5,5.244044240850758,1.32,5.0,0,1000.0,,,,,307.0,226.77444551975597,248.3557673157821,1.0
680,232,previous_db,False,95.0,249.85,27.5,5.244044240850758,1.06,5.0,0,1000.0,,,,,306.4,226.77444551975597,230.84380684799976,1.0
681,233,previous_db,False,93.0,199.95,29.5,5.431390245600108,1.24,5.38,0,1000.0,,,,,274.0,195.32659982578417,218.7741613861899,1.0
682,233,previous_db,False,93.0,199.95,31.4,5.60357029044876,1.32,5.38,0,1000.0,,,,,277.0,201.5186319202157,228.07761021346928,1.0
683,233,previous_db,False,93.0,199.95,21.2,4.604345773288535,1.32,5.38,0,1000.0,,,,,249.0,165.5839782544114,200.08662470337725,1.0
684,233,previous_db,False,93.0,199.95,29.5,5.431390245600108,0.91,5.38,0,1000.0,,,,,240.0,195.32659982578417,197.3343078882856,1.0
685,233,previous_db,False,93.0,199.95,19.2,4.381780460041329,0.58,5.38,0,1000.0,,,,,170.0,157.57996382901558,147.17177736662288,1.0
686,234,previous_db,False,172.0,201.24,31.0,5.5677643628300215,0.46,3.98,0,1000.0,,,,,503.0,471.81463266249904,445.4137479839556,1.0
687,234,previous_db,False,176.0,202.4,31.0,5.5677643628300215,0.45,3.89,0,1000.0,,,,,537.0,489.4615415467785,460.8197211369088,1.0
688,234,previous_db,False,175.0,406.0,31.0,5.5677643628300215,0.65,3.9,0,1000.0,,,,,799.0,747.25522289978,655.4148019421438,1.0
689,235,previous_db,False,109.0,224.54,34.6,5.882176467941097,0.96,8.14,0,1000.0,,,,,301.0,282.2840910961645,286.06689625979294,1.0
690,235,previous_db,False,109.0,224.54,48.5,6.96419413859206,0.96,8.14,0,1000.0,,,,,363.0,334.209832592425,320.15194944309894,1.0
691,235,previous_db,False,109.0,224.54,55.0,7.416198487095663,0.96,8.14,0,1000.0,,,,,443.0,355.9014015863615,333.85903540332185,1.0
692,236,previous_db,False,121.0,300.08,35.2,5.932958789676531,1.0,10.12,0,1000.0,,,,,423.0,399.020535864715,388.42468916916425,1.0
693,237,previous_db,False,190.0,400.9,21.9,4.679743582719036,0.81,5.26,0,1000.0,,,,,615.0,693.5273291435925,711.9843332322638,1.0
694,238,previous_db,False,90.0,250.2,24.6,4.959838707054898,1.06,6.94,0,1000.0,,,,,230.0,200.45565082304103,204.81717138905037,1.0
695,238,previous_db,False,90.0,250.2,26.0,5.0990195135927845,2.0,6.94,0,1000.0,,,,,316.8,206.08074889668276,257.8025177708727,1.0
696,238,previous_db,False,130.0,249.6,24.6,4.959838707054898,0.98,4.81,0,1000.0,,,,,443.2,323.0807190807835,355.8416522461994,1.0
697,239,previous_db,False,168.0,199.92,30.2,5.495452665613635,0.5,5.36,0,1000.0,,,,,586.6,448.3736488638944,435.131956828802,1.0
698,239,previous_db,False,164.0,200.08,29.8,5.458937625582473,1.3,5.49,0,1000.0,,,,,805.3,430.251837521113,571.5863246555226,1.0
699,239,previous_db,False,168.0,199.92,28.3,5.319774431308154,0.5,5.36,0,1000.0,,,,,522.3,434.0400724081469,425.8083209582293,1.0
700,239,previous_db,False,164.0,200.08,26.7,5.167204273105526,1.3,5.49,0,1000.0,,,,,796.8,407.2585704097293,551.0362400426623,1.0
701,240,previous_db,False,98.0,249.9,32.2,5.674504383644443,1.57,4.850000000000001,0,1000.0,,,,,356.0,255.3773473110425,291.04956977269626,1.0
702,240,previous_db,False,128.0,249.6,32.9,5.735852159879995,1.2,3.71,0,1000.0,,,,,470.0,365.9433297604232,409.0362491309282,1.0
703,240,previous_db,False,158.0,249.64,34.3,5.856620185738529,0.97,3.01,0,1000.0,,,,,646.0,497.9146116084146,545.9092676724653,1.0
704,241,previous_db,False,88.0,350.24,27.9,5.282045058497703,1.75,4.83,0,1000.0,,,,,408.0,268.88756601480964,290.25901422620484,1.0
705,240,previous_db,False,98.0,249.9,31.4,5.60357029044876,1.57,4.850000000000001,0,1000.0,,,,,360.0,252.18500497953588,288.6189797223041,1.0
706,240,previous_db,False,99.0,250.47,37.8,6.148170459575759,1.14,4.8,0,1000.0,,,,,357.0,280.7791957347777,280.6317447079436,1.0
707,240,previous_db,False,100.0,250.0,40.2,6.340346993658944,0.79,4.75,0,1000.0,,,,,293.0,292.9240311070432,257.2657262428187,1.0
708,240,previous_db,False,98.0,249.9,44.3,6.6558245169174945,1.57,4.850000000000001,0,1000.0,,,,,412.0,299.5410161629888,323.70512834236047,1.0
709,240,previous_db,False,99.0,250.47,44.7,6.685805860178712,1.14,4.8,0,1000.0,,,,,354.0,305.3323268446556,296.7622834221859,1.0
710,98,previous_db,False,210.0,260.4,38.4,6.196773353931867,0.25,5.95,0,1000.0,,,,,440.0,808.0275178731433,584.2406990471552,1.0
711,98,previous_db,False,210.0,260.4,32.0,5.656854249492381,0.25,5.95,0,1000.0,,,,,408.0,737.624831040049,549.7915473420111,1.0
712,98,previous_db,False,210.0,260.4,34.1,5.8395205282625735,0.75,5.95,0,1000.0,,,,,763.0,761.4435785403348,809.9159349535673,1.0
713,242,previous_db,False,117.0,129.87,34.1,5.8395205282625735,0.28,5.34,0,1000.0,,,,,140.0,222.64107972351331,177.7965516687366,1.0
714,242,previous_db,False,117.0,129.87,34.1,5.8395205282625735,0.22,5.34,0,1000.0,,,,,115.0,222.64107972351331,164.06334055905344,1.0
715,243,previous_db,False,196.0,260.68,57.5,7.582875444051551,0.82,6.38,0,1000.0,,,,,989.0,895.9337921512896,893.6430891025041,1.0
716,243,previous_db,False,212.0,260.76,56.7,7.52994023880668,1.48,5.899999999999999,0,1000.0,,,,,1433.0,996.1896965159413,1220.8859740315015,1.0
717,243,previous_db,False,206.0,259.56,43.4,6.587867636800241,0.78,6.07,0,1000.0,,,,,860.0,833.9915988883728,863.7156259293688,1.0
718,243,previous_db,False,201.0,259.29,46.5,6.819090848492928,1.56,6.22,0,1000.0,,,,,1094.0,832.7756245475234,1073.9047910989957,1.0
719,243,previous_db,False,199.0,260.69,38.9,6.23698645180507,0.81,6.28,0,1000.0,,,,,839.0,753.124653737312,801.7930153739863,1.0
720,243,previous_db,False,194.0,259.96,37.8,6.148170459575759,1.61,6.44,0,1000.0,,,,,1102.0,714.7252881051731,955.368439138324,1.0
721,244,previous_db,False,162.5,250.25,31.2,5.585696017507576,0.52,4.86,0,1000.0,,,,,479.0,494.5288986980311,450.6598054600886,1.0
722,244,previous_db,False,157.5,250.43,32.8,5.727128425310541,2.17,5.02,0,1000.0,,,,,678.0,485.71001294582754,681.6610577495343,1.0
723,244,previous_db,False,162.5,250.25,50.7,7.12039324756716,0.65,4.86,0,1000.0,,,,,675.0,630.4031261242025,570.7377747820756,1.0
724,244,previous_db,False,160.0,249.6,51.4,7.1693793315739685,0.98,4.94,0,1000.0,,,,,798.0,620.2052259137217,640.0941450881987,1.0
725,244,previous_db,False,157.5,250.43,51.4,7.1693793315739685,1.13,5.02,0,1000.0,,,,,811.0,608.0253609405527,654.557382048006,1.0
